id,Name,trN,trN,Entity ID,Number of positions,Track length,Start time,End time,Duration (second),Duration (minutes),Duration (hours),Hour (start),Hour (end)
107248,107248,3299,10117,208638,35,10.339712992185133,04/04/2007 06:31:40,04/04/2007 06:51:48,1208,20.133333,0.33555555,6,6
107263,107263,3300,10119,208641,4,3.3204091858830793,04/04/2007 07:10:59,04/04/2007 07:23:53,774,12.9,0.21499999,7,7
107278,107278,3301,10120,208648,77,31.87152967032109,04/04/2007 07:48:51,04/04/2007 08:34:26,2735,45.583332,0.7597222,7,8
107317,107317,3302,10125,208661,7,6.3390307044212095,04/04/2007 10:32:28,04/04/2007 10:56:12,1424,23.733334,0.39555556,10,10
107353,107353,3303,10128,208752,16,4.139161113375802,04/04/2007 05:07:30,04/04/2007 05:21:37,847,14.116667,0.23527779,5,5
107376,107376,3304,10129,208952,4,5.02005995842349,04/04/2007 06:06:09,04/04/2007 06:21:19,910,15.166667,0.25277779,6,6
107399,107399,3305,10131,208968,41,18.218169136503146,04/04/2007 05:36:21,04/04/2007 07:55:12,8331,138.85,2.3141668,5,7
107400,107400,3306,10132,208968,31,17.428298058212977,04/04/2007 08:51:38,04/04/2007 10:31:56,6018,100.3,1.6716667,8,10
107422,107422,3307,10133,208969,5,3.3142871638743188,04/04/2007 07:35:46,04/04/2007 07:59:07,1401,23.35,0.38916668,7,7
107491,107491,3308,10136,209009,8,9.079557715198465,04/04/2007 06:22:42,04/04/2007 06:54:13,1891,31.516666,0.5252778,6,6
107586,107586,3309,10142,209110,7,12.046227168988313,04/04/2007 06:04:18,04/04/2007 06:33:17,1739,28.983334,0.48305556,6,6
107602,107602,3310,10144,209111,10,6.1455730091133525,04/04/2007 06:33:50,04/04/2007 06:44:37,647,10.783334,0.17972223,6,6
107663,107663,3311,10153,209196,26,11.140060140261886,04/04/2007 06:13:11,04/04/2007 06:27:37,866,14.433333,0.24055555,6,6
107728,107728,3312,10157,209254,4,4.8350566790400045,04/04/2007 06:34:56,04/04/2007 06:57:38,1362,22.7,0.37833336,6,6
107737,107737,3313,10160,209256,13,11.814218578443608,04/04/2007 05:30:58,04/04/2007 06:36:30,3932,65.53333,1.0922222,5,6
107812,107812,3314,10165,209374,9,4.440383602723383,04/04/2007 09:32:28,04/04/2007 09:39:22,414,6.9,0.115,9,9
107813,107813,3315,10166,209374,7,9.173259949376485,04/04/2007 10:11:49,04/04/2007 10:33:43,1314,21.9,0.36499998,10,10
107825,107825,3316,10168,209391,42,27.826220577210183,04/04/2007 09:26:48,04/04/2007 09:49:10,1342,22.366667,0.3727778,9,9
107831,107831,3317,10169,209395,66,21.746717987126257,04/04/2007 07:29:02,04/04/2007 08:03:46,2084,34.733334,0.5788889,7,8
107853,107853,3318,10172,209454,10,7.095200517042895,04/04/2007 09:27:09,04/04/2007 09:39:05,716,11.933333,0.19888888,9,9
107906,107906,3319,10180,209509,5,6.462878783531359,04/04/2007 06:11:21,04/04/2007 06:28:51,1050,17.5,0.29166666,6,6
107951,107951,3320,10184,209615,22,19.284271777667,04/04/2007 06:00:55,04/04/2007 06:47:20,2785,46.416668,0.7736111,6,6
107965,107965,3321,10186,209621,15,3.479253031499749,04/04/2007 07:33:28,04/04/2007 07:42:36,548,9.133333,0.15222222,7,7
107977,107977,3322,10188,209673,20,11.761875618748137,04/04/2007 06:39:47,04/04/2007 06:53:37,830,13.833333,0.23055555,6,6
107993,107993,3323,10192,209689,28,19.880355073031268,04/04/2007 05:43:56,04/04/2007 06:53:43,4187,69.78333,1.1630555,5,6
108027,108027,3324,10199,209764,97,28.42762593973158,04/04/2007 06:31:41,04/04/2007 07:52:23,4842,80.7,1.3449999,6,7
108051,108051,3325,10204,209771,52,25.127786391014453,04/04/2007 08:44:55,04/04/2007 09:47:13,3738,62.3,1.0383333,8,9
108160,108160,3326,10209,209887,9,8.852599199720878,04/04/2007 05:43:31,04/04/2007 06:02:09,1118,18.633333,0.31055555,5,6
108161,108161,3327,10210,209887,33,9.083679102750374,04/04/2007 10:34:06,04/04/2007 10:52:52,1126,18.766666,0.3127778,10,10
108207,108207,3328,10217,210044,8,4.197351341324958,04/04/2007 06:03:36,04/04/2007 06:56:20,3164,52.733334,0.8788889,6,6
108208,108208,3329,10218,210044,14,4.533643860771848,04/04/2007 09:01:38,04/04/2007 09:51:43,3005,50.083332,0.8347222,9,9
108252,108252,3330,10223,210059,22,18.01754785767566,04/04/2007 07:29:16,04/04/2007 08:11:17,2521,42.016666,0.70027775,7,8
108263,108263,3331,10224,210072,7,9.22444624642797,04/04/2007 06:06:50,04/04/2007 06:39:08,1938,32.3,0.5383333,6,6
108290,108290,3332,10227,210088,21,22.82804625897953,04/04/2007 07:27:13,04/04/2007 08:06:51,2378,39.633335,0.6605556,7,8
108291,108291,3333,10228,210088,72,20.39753304418195,04/04/2007 10:06:30,04/04/2007 10:47:58,2488,41.466667,0.69111115,10,10
108358,108358,3334,10232,210142,4,5.380192987732784,04/04/2007 06:13:45,04/04/2007 06:26:04,739,12.316667,0.20527777,6,6
108359,108359,3335,10233,210142,8,4.651891628148907,04/04/2007 07:05:37,04/04/2007 08:23:46,4689,78.15,1.3025,7,8
108391,108391,3336,10235,210181,104,58.948962147564075,04/04/2007 07:34:14,04/04/2007 09:08:06,5632,93.86667,1.5644444,7,9
108449,108449,3337,10237,210191,4,4.771396707738892,04/04/2007 05:40:18,04/04/2007 05:57:44,1046,17.433332,0.29055554,5,5
108469,108469,3338,10239,210202,19,21.622200721968095,04/04/2007 07:17:53,04/04/2007 08:00:39,2566,42.766666,0.7127778,7,8
108486,108486,3339,10241,210204,4,3.5346893657852787,04/04/2007 05:37:47,04/04/2007 05:56:14,1107,18.45,0.3075,5,5
108504,108504,3340,10243,210207,51,19.648290752495583,04/04/2007 06:29:02,04/04/2007 07:01:09,1927,32.116665,0.5352777,6,7
108543,108543,3341,10249,210264,26,6.372266663030404,04/04/2007 08:37:53,04/04/2007 08:50:55,782,13.033334,0.21722223,8,8
108577,108577,3342,10253,210303,46,16.24581086307157,04/04/2007 05:40:52,04/04/2007 06:34:33,3221,53.683334,0.8947222,5,6
108615,108615,3343,10256,210367,14,3.3388039089846715,04/04/2007 09:23:12,04/04/2007 10:13:56,3044,50.733334,0.84555554,9,10
108642,108642,3344,10257,210395,10,11.989066908749589,04/04/2007 06:49:37,04/04/2007 07:31:10,2493,41.55,0.6925,6,7
108660,108660,3345,10259,210398,40,22.78221013914067,04/04/2007 07:26:13,04/04/2007 08:13:28,2835,47.25,0.7875,7,8
108693,108693,3346,10261,210418,70,30.036753887982464,04/04/2007 05:10:14,04/04/2007 05:59:45,2971,49.516666,0.82527775,5,5
108694,108694,3347,10262,210418,17,21.145877633674356,04/04/2007 07:37:52,04/04/2007 09:53:04,8112,135.2,2.2533333,7,9
108695,108695,3348,10263,210418,6,5.156030471652356,04/04/2007 10:37:21,04/04/2007 10:57:35,1214,20.233334,0.33722222,10,10
108742,108742,3349,10271,210473,62,20.293518607363023,04/04/2007 06:12:14,04/04/2007 07:09:20,3426,57.1,0.95166665,6,7
108755,108755,3350,10275,210527,39,15.143896254771475,04/04/2007 09:42:15,04/04/2007 10:24:08,2513,41.883335,0.69805557,9,10
108764,108764,3351,10277,210530,6,6.750778683144261,04/04/2007 06:44:27,04/04/2007 07:05:34,1267,21.116667,0.35194445,6,7
108765,108765,3352,10278,210530,4,5.047319635441125,04/04/2007 07:48:05,04/04/2007 08:06:01,1076,17.933332,0.29888886,7,8
108766,108766,3353,10279,210530,5,5.763830317690392,04/04/2007 09:23:49,04/04/2007 09:39:17,928,15.466666,0.25777778,9,9
108780,108780,3354,10281,210576,6,9.182728783253049,04/04/2007 05:16:37,04/04/2007 05:27:07,630,10.5,0.175,5,5
108790,108790,3355,10283,210633,14,20.533975083778813,04/04/2007 07:18:53,04/04/2007 08:14:23,3330,55.5,0.925,7,8
108832,108832,3356,10287,210770,6,3.9436301114894756,04/04/2007 06:54:27,04/04/2007 07:29:30,2103,35.05,0.58416665,6,7
108850,108850,3357,10290,210774,9,3.8474183128539523,04/04/2007 06:24:50,04/04/2007 07:23:40,3530,58.833332,0.98055553,6,7
108896,108896,3358,10295,211059,16,29.618265971390386,04/04/2007 08:48:06,04/04/2007 09:26:25,2299,38.316666,0.6386111,8,9
108982,108982,3359,10304,211200,7,17.990989089178928,04/04/2007 05:10:03,04/04/2007 05:42:44,1961,32.683334,0.54472226,5,5
109018,109018,3360,10308,211203,7,10.771126766543517,04/04/2007 06:03:32,04/04/2007 06:40:11,2199,36.65,0.61083335,6,6
109019,109019,3361,10309,211203,10,14.046359638339336,04/04/2007 09:22:41,04/04/2007 10:00:32,2271,37.85,0.6308333,9,10
109029,109029,3362,10312,211204,4,3.5590130125629384,04/04/2007 07:29:10,04/04/2007 07:37:06,476,7.9333334,0.13222222,7,7
109087,109087,3363,10315,211221,8,7.395226635348125,04/04/2007 06:44:54,04/04/2007 07:12:15,1641,27.35,0.45583335,6,7
109107,109107,3364,10318,211223,9,8.9176685913937,04/04/2007 07:55:12,04/04/2007 08:33:18,2286,38.1,0.635,7,8
109120,109120,3365,10320,211224,14,23.33542669840504,04/04/2007 08:22:32,04/04/2007 09:11:16,2924,48.733334,0.81222224,8,9
109145,109145,3366,10322,211248,4,4.866070941512346,04/04/2007 06:29:55,04/04/2007 06:58:30,1715,28.583334,0.4763889,6,6
109146,109146,3367,10323,211248,4,3.8158302707383394,04/04/2007 09:34:21,04/04/2007 10:01:08,1607,26.783333,0.44638887,9,10
109198,109198,3368,10332,211286,11,11.79060043258679,04/04/2007 06:55:52,04/04/2007 07:40:42,2690,44.833332,0.7472222,6,7
109235,109235,3369,10336,211322,8,8.56935793356056,04/04/2007 07:31:10,04/04/2007 08:17:37,2787,46.45,0.7741667,7,8
109236,109236,3370,10337,211322,8,8.577760247194464,04/04/2007 09:48:06,04/04/2007 10:11:04,1378,22.966667,0.38277778,9,10
109270,109270,3371,10341,211327,4,3.4685087118809634,04/04/2007 06:38:56,04/04/2007 07:00:00,1264,21.066668,0.3511111,6,7
109271,109271,3372,10342,211327,15,20.119657380214207,04/04/2007 08:39:10,04/04/2007 10:10:19,5469,91.15,1.5191667,8,10
109374,109374,3373,10346,211363,10,15.122039740193149,04/04/2007 09:34:22,04/04/2007 10:16:50,2548,42.466667,0.7077778,9,10
109409,109409,3374,10349,211386,10,14.033496281021455,04/04/2007 07:11:59,04/04/2007 07:38:20,1581,26.35,0.43916667,7,7
109410,109410,3375,10350,211386,15,13.409708195387289,04/04/2007 08:21:42,04/04/2007 09:23:15,3693,61.55,1.0258334,8,9
109436,109436,3376,10354,211396,8,12.881366838965755,04/04/2007 05:03:10,04/04/2007 05:17:29,859,14.316667,0.23861112,5,5
109451,109451,3377,10356,211421,6,8.048923989290847,04/04/2007 05:07:14,04/04/2007 05:24:25,1031,17.183332,0.28638887,5,5
109465,109465,3378,10357,211439,6,5.701491504434275,04/04/2007 06:20:28,04/04/2007 06:46:10,1542,25.7,0.42833334,6,6
109466,109466,3379,10358,211439,16,28.54334506283562,04/04/2007 09:08:46,04/04/2007 09:55:00,2774,46.233334,0.77055556,9,9
109511,109511,3380,10361,211472,7,10.063496535260029,04/04/2007 08:31:17,04/04/2007 09:10:18,2341,39.016666,0.6502778,8,9
109523,109523,3381,10364,211482,5,7.080541168640875,04/04/2007 05:13:55,04/04/2007 05:30:13,978,16.3,0.27166665,5,5
109524,109524,3382,10365,211482,5,6.670555334677724,04/04/2007 07:57:18,04/04/2007 08:03:44,386,6.4333334,0.10722222,7,8
109554,109554,3383,10369,211504,2,4.130220861494333,04/04/2007 08:47:57,04/04/2007 08:56:06,489,8.15,0.13583332,8,8
109591,109591,3384,10370,211599,14,10.966289449446469,04/04/2007 08:45:30,04/04/2007 10:24:30,5940,99.0,1.65,8,10
109633,109633,3385,10374,211608,68,40.188608834221725,04/04/2007 07:27:36,04/04/2007 09:57:17,8981,149.68333,2.4947221,7,9
109645,109645,3386,10375,211710,42,31.722956601024592,04/04/2007 06:16:11,04/04/2007 10:28:06,15115,251.91667,4.1986113,6,10
109736,109736,3387,10381,211997,5,5.58818578837946,04/04/2007 06:25:57,04/04/2007 06:40:18,861,14.35,0.23916668,6,6
109737,109737,3388,10382,211997,8,10.951638022257141,04/04/2007 08:27:19,04/04/2007 09:04:58,2259,37.65,0.6275,8,9
109755,109755,3389,10384,212014,14,20.258297743272973,04/04/2007 06:09:00,04/04/2007 07:13:29,3869,64.48333,1.0747222,6,7
109772,109772,3390,10386,212033,7,6.386127270422539,04/04/2007 05:43:41,04/04/2007 06:09:14,1533,25.55,0.4258333,5,6
109837,109837,3391,10390,212051,11,5.080085504029725,04/04/2007 06:04:19,04/04/2007 06:32:31,1692,28.2,0.47,6,6
109936,109936,3392,10395,212297,7,9.327917784806404,04/04/2007 07:38:21,04/04/2007 08:06:36,1695,28.25,0.47083333,7,8
109977,109977,3393,10399,212360,13,19.042356351244536,04/04/2007 06:24:07,04/04/2007 07:16:07,3120,52.0,0.8666667,6,7
109999,109999,3394,10402,212425,28,14.711992132178594,04/04/2007 07:49:24,04/04/2007 08:36:57,2853,47.55,0.79249996,7,8
110033,110033,3395,10405,212486,8,4.4502124459176295,04/04/2007 08:28:15,04/04/2007 09:14:03,2748,45.8,0.7633333,8,9
110059,110059,3396,10406,212526,11,19.189566371340327,04/04/2007 05:55:43,04/04/2007 06:13:41,1078,17.966667,0.29944447,5,6
110122,110122,3397,10409,212539,7,7.547191978098643,04/04/2007 05:55:15,04/04/2007 06:27:32,1937,32.283333,0.53805554,5,6
110168,110168,3398,10412,212723,9,9.838417729496165,04/04/2007 08:02:22,04/04/2007 08:21:51,1169,19.483334,0.32472223,8,8
110173,110173,3399,10415,212726,15,21.90861211373604,04/04/2007 10:07:00,04/04/2007 10:49:15,2535,42.25,0.70416665,10,10
110219,110219,3400,10418,212894,8,3.7140445568904124,04/04/2007 08:08:47,04/04/2007 09:09:32,3645,60.75,1.0125,8,9
110245,110245,3401,10420,212925,11,10.142056524063502,04/04/2007 06:37:48,04/04/2007 07:13:18,2130,35.5,0.59166664,6,7
110307,110307,3402,10426,213135,4,6.8078376096072475,04/04/2007 06:10:00,04/04/2007 06:23:05,785,13.083333,0.21805555,6,6
110354,110354,3403,10432,213332,9,16.20712766607455,04/04/2007 09:16:36,04/04/2007 09:59:40,2584,43.066666,0.7177778,9,9
110401,110401,3404,10436,213497,58,16.714028398599464,04/04/2007 06:57:08,04/04/2007 07:28:27,1879,31.316668,0.52194446,6,7
110427,110427,3405,10438,213501,7,9.357628816555671,04/04/2007 07:53:18,04/04/2007 08:23:33,1815,30.25,0.50416666,7,8
110530,110530,3406,10440,213842,5,15.669346631738843,04/04/2007 05:51:14,04/04/2007 06:08:48,1054,17.566668,0.2927778,5,6
110597,110597,3407,10444,214128,11,13.822078403985014,04/04/2007 05:26:24,04/04/2007 06:08:31,2527,42.116665,0.7019444,5,6
110623,110623,3408,10446,214235,65,19.755766146934636,04/04/2007 08:09:06,04/04/2007 08:45:01,2155,35.916668,0.5986111,8,8
110676,110676,3409,10449,214494,18,5.076646509882459,04/04/2007 08:10:30,04/04/2007 10:18:24,7674,127.9,2.1316667,8,10
110693,110693,3410,10451,214545,5,6.55344521589236,04/04/2007 07:26:12,04/04/2007 07:36:13,601,10.016666,0.16694444,7,7
110694,110694,3411,10452,214545,5,5.610273463877595,04/04/2007 08:32:47,04/04/2007 08:45:58,791,13.183333,0.21972223,8,8
110756,110756,3412,10457,214558,5,5.507449476092615,04/04/2007 08:17:06,04/04/2007 08:29:09,723,12.05,0.20083334,8,8
110800,110800,3413,10465,214614,12,14.010388409982635,04/04/2007 05:34:20,04/04/2007 06:46:13,4313,71.88333,1.1980555,5,6
110801,110801,3414,10466,214614,10,9.383241222329607,04/04/2007 08:37:34,04/04/2007 09:42:25,3891,64.85,1.0808333,8,9
110844,110844,3415,10470,214618,19,14.817683068302014,04/04/2007 07:55:01,04/04/2007 08:13:33,1112,18.533333,0.30888888,7,8
110845,110845,3416,10471,214618,32,10.7996523397637,04/04/2007 09:45:06,04/04/2007 10:11:14,1568,26.133333,0.43555555,9,10
110870,110870,3417,10473,214640,11,18.153403010033482,04/04/2007 07:56:29,04/04/2007 08:49:28,3179,52.983334,0.88305557,7,8
110891,110891,3418,10474,214647,15,14.16575898038716,04/04/2007 06:31:57,04/04/2007 08:17:37,6340,105.666664,1.761111,6,8
110892,110892,3419,10475,214647,9,8.932208034131158,04/04/2007 09:19:52,04/04/2007 10:19:47,3595,59.916668,0.99861115,9,10
110956,110956,3420,10479,214817,37,12.938501166864413,04/04/2007 05:33:00,04/04/2007 06:23:02,3002,50.033333,0.8338889,5,6
110975,110975,3421,10481,214869,7,4.179952054521562,04/04/2007 09:23:02,04/04/2007 09:54:45,1903,31.716667,0.5286111,9,9
111024,111024,3422,10484,214907,15,10.064823672397702,04/04/2007 09:14:56,04/04/2007 10:17:14,3738,62.3,1.0383333,9,10
111100,111100,3423,10489,215115,29,9.980050028384074,04/04/2007 08:57:56,04/04/2007 09:47:47,2991,49.85,0.8308333,8,9
111169,111169,3424,10496,215220,33,16.172767344893522,04/04/2007 05:27:35,04/04/2007 07:20:29,6774,112.9,1.8816667,5,7
111202,111202,3425,10500,215289,11,15.389531358193096,04/04/2007 06:11:47,04/04/2007 07:09:10,3443,57.383335,0.9563889,6,7
111234,111234,3426,10502,215342,9,9.391762061222598,04/04/2007 08:30:19,04/04/2007 09:14:23,2644,44.066666,0.73444444,8,9
111235,111235,3427,10503,215342,7,10.160462932012813,04/04/2007 09:58:20,04/04/2007 10:37:54,2374,39.566666,0.65944445,9,10
111250,111250,3428,10506,215348,6,8.119674619334189,04/04/2007 05:31:58,04/04/2007 05:51:25,1167,19.45,0.3241667,5,5
111273,111273,3429,10509,215396,10,10.793931224973475,04/04/2007 06:11:41,04/04/2007 07:28:26,4605,76.75,1.2791667,6,7
111288,111288,3430,10511,215407,54,19.69359084141642,04/04/2007 06:41:29,04/04/2007 07:09:38,1689,28.15,0.46916667,6,7
111296,111296,3431,10513,215432,2,3.3171207532355496,04/04/2007 06:05:24,04/04/2007 06:13:28,484,8.066667,0.13444445,6,6
111312,111312,3432,10516,215451,8,5.768384017479298,04/04/2007 05:04:33,04/04/2007 05:35:34,1861,31.016666,0.51694447,5,5
111321,111321,3433,10518,215464,15,26.11431763647518,04/04/2007 09:12:13,04/04/2007 09:58:58,2805,46.75,0.77916664,9,9
111335,111335,3434,10520,215466,4,4.263564994199994,04/04/2007 06:41:09,04/04/2007 07:02:19,1270,21.166666,0.35277778,6,7
111345,111345,3435,10522,215484,5,6.268954454524557,04/04/2007 06:04:26,04/04/2007 06:18:46,860,14.333333,0.23888889,6,6
111361,111361,3436,10524,215541,16,26.646244692334367,04/04/2007 05:46:53,04/04/2007 06:41:49,3296,54.933334,0.9155556,5,6
111362,111362,3437,10525,215541,22,26.175037090650935,04/04/2007 08:18:07,04/04/2007 08:58:56,2449,40.816666,0.68027776,8,8
111373,111373,3438,10526,215571,11,18.667332946299464,04/04/2007 10:27:17,04/04/2007 10:47:59,1242,20.7,0.345,10,10
111396,111396,3439,10529,215601,3,3.102646736944274,04/04/2007 07:18:12,04/04/2007 07:30:42,750,12.5,0.20833333,7,7
111500,111500,3440,10539,215827,9,10.0975705739471,04/04/2007 05:08:43,04/04/2007 05:40:36,1913,31.883333,0.5313889,5,5
111501,111501,3441,10540,215827,9,13.201985602335599,04/04/2007 07:33:01,04/04/2007 07:54:27,1286,21.433332,0.3572222,7,7
111518,111518,3442,10541,215837,72,33.299481123085386,04/04/2007 05:11:34,04/04/2007 08:01:24,10190,169.83333,2.8305554,5,8
111536,111536,3443,10546,215902,114,27.532735889712512,04/04/2007 06:04:12,04/04/2007 07:10:22,3970,66.166664,1.1027777,6,7
111639,111639,3444,10550,216155,6,5.404911527784483,04/04/2007 06:07:24,04/04/2007 06:35:27,1683,28.05,0.4675,6,6
111727,111727,3445,10556,216254,5,5.448985929244642,04/04/2007 06:53:29,04/04/2007 07:18:28,1499,24.983334,0.4163889,6,7
111728,111728,3446,10557,216254,5,3.092355661330857,04/04/2007 08:09:18,04/04/2007 08:43:53,2075,34.583332,0.5763889,8,8
111729,111729,3447,10558,216254,6,13.27621343966315,04/04/2007 09:41:51,04/04/2007 09:54:41,770,12.833333,0.21388888,9,9
111752,111752,3448,10561,216279,5,4.903607477346191,04/04/2007 05:50:05,04/04/2007 06:18:11,1686,28.1,0.46833333,5,6
111793,111793,3449,10563,216347,8,3.384546412572639,04/04/2007 09:21:00,04/04/2007 10:10:39,2979,49.65,0.82750005,9,10
111837,111837,3450,10565,216412,61,26.467266811796964,04/04/2007 07:49:43,04/04/2007 08:54:19,3876,64.6,1.0766666,7,8
111869,111869,3451,10568,216442,48,15.074688059517571,04/04/2007 07:07:50,04/04/2007 07:53:38,2748,45.8,0.7633333,7,7
111886,111886,3452,10570,216447,5,3.3257985779000547,04/04/2007 05:15:56,04/04/2007 05:25:47,591,9.85,0.16416667,5,5
111907,111907,3453,10574,216456,35,20.90875466787881,04/04/2007 06:09:41,04/04/2007 06:55:40,2759,45.983334,0.7663889,6,6
111962,111962,3454,10577,216484,7,3.5690683237979064,04/04/2007 07:07:25,04/04/2007 07:41:56,2071,34.516666,0.57527775,7,7
112011,112011,3455,10580,216573,82,29.70732699000329,04/04/2007 05:05:39,04/04/2007 05:52:34,2815,46.916668,0.78194445,5,5
112021,112021,3456,10582,216576,6,7.517953807053597,04/04/2007 06:19:02,04/04/2007 06:55:55,2213,36.883335,0.61472225,6,6
112056,112056,3457,10586,216653,10,18.781149321789982,04/04/2007 10:30:43,04/04/2007 10:39:41,538,8.966666,0.14944443,10,10
112072,112072,3458,10587,216706,16,30.450205969973595,04/04/2007 10:12:42,04/04/2007 10:32:57,1215,20.25,0.3375,10,10
112095,112095,3459,10588,216741,5,5.387703334967992,04/04/2007 06:32:01,04/04/2007 06:49:46,1065,17.75,0.29583332,6,6
112096,112096,3460,10589,216741,9,12.077955761908223,04/04/2007 08:44:31,04/04/2007 09:08:33,1442,24.033333,0.40055555,8,9
112097,112097,3461,10590,216741,10,18.266701655770916,04/04/2007 10:47:11,04/04/2007 10:56:54,583,9.716666,0.16194443,10,10
112122,112122,3462,10593,216778,8,4.374000706023108,04/04/2007 05:26:59,04/04/2007 05:51:49,1490,24.833334,0.4138889,5,5
112123,112123,3463,10594,216778,4,3.8248731924609105,04/04/2007 09:00:50,04/04/2007 09:13:57,787,13.116667,0.2186111,9,9
112124,112124,3464,10595,216778,7,9.25354211236366,04/04/2007 10:22:06,04/04/2007 10:42:20,1214,20.233334,0.33722222,10,10
112143,112143,3465,10598,216788,12,16.94624007558692,04/04/2007 05:53:52,04/04/2007 06:51:01,3429,57.15,0.95250005,5,6
112158,112158,3466,10602,216805,16,29.864328342614865,04/04/2007 07:49:10,04/04/2007 08:35:08,2758,45.966667,0.76611114,7,8
112232,112232,3467,10611,216911,27,9.203773051646461,04/04/2007 07:44:40,04/04/2007 08:01:38,1018,16.966667,0.2827778,7,8
112302,112302,3468,10613,217001,7,6.927280356968861,04/04/2007 05:53:29,04/04/2007 06:40:08,2799,46.65,0.77750003,5,6
112338,112338,3469,10617,217015,8,7.028937507003831,04/04/2007 08:21:15,04/04/2007 08:45:48,1473,24.55,0.40916666,8,8
112371,112371,3470,10621,217039,8,8.517107634688601,04/04/2007 09:37:42,04/04/2007 10:21:28,2626,43.766666,0.72944444,9,10
